result_set_id,user_id,raw_query,n_hits,hit_listing_ids,ground_truth_listing_ids,live_pred_listing_ids
rs_300256,usr_1102,"nhà đất Phường Tân Mỹ dưới 7.2 tỷ dòng tiền tốt, 1 phòng ngủ, gần trung tâm thương mại",7,45271919;43695382;44817698;44066956;45247724;44046412;45197239,45271919;43113947;43695382;44817698;44066956;44494201;45247724;44046412;45197239;45231990,44046412;45271919;45054943;43695382;44066956;44817698;45266829;45233939;45197239;45247724
rs_300257,usr_1103,"mua nhà đất đầu tư ở Xã Nhà Bè pháp lý rõ ràng, dưới 6.3 tỷ, 3 phòng ngủ, gần trường học",1,45054263,45268965;45054263;43697094;44995869;45088499;44893598;44732236;45048496;45206999;45201332,45159575;44593189;44089093;44522452;44340134;44550792;45256662;45054263;45069226;44940395
rs_300258,usr_1103,"nhà đất Xã Nhà Bè dưới 6.3 tỷ dòng tiền tốt, 3 phòng ngủ, gần trường học",1,45054263,45268965;45054263;43697094;44995869;45088499;44893598;44732236;45048496;45206999;45201332,45159575;44089093;44593189;44340134;44550792;44522452;45256662;45069226;45054263;44940395
rs_300259,usr_1103,"căn hộ Phường Long Bình dưới 6.3 tỷ dòng tiền tốt, 3 phòng ngủ, gần trường học",3,44048727;43436120;44288363,45084822;44048727;43436120;44288363;43569738;43492362;44872651;45039157;44241249;43284831,44048727;43436120;44288363;44034581;43960856;45250823;43572439;43321672;43537623;44286055
rs_300260,usr_1104,"tìm phòng nhà đất ở Phường Thới An dưới 6.3 tỷ, 1 phòng ngủ, gần bến xe buýt",4,45245657;45111612;45257346;45255012,45245657;45111612;45257346;45255012;45109121;44945981;44942882;45202146;44890363;45236592,45265219;45111612;45257346;45255012;45251312;45266745;45236774;45091675;45151537;45245657
rs_300261,usr_1104,"tìm phòng nhà đất ở Phường Thới An dưới 6.3 tỷ, 1 phòng ngủ, gần bến xe buýt",4,45245657;45111612;45257346;45255012,45245657;45111612;45257346;45255012;45109121;44945981;44942882;45202146;44890363;45236592,45265219;45111612;45257346;45255012;45251312;45266745;45236774;45091675;45151537;45245657
rs_300262,usr_1104,"cần thuê nhà đất Phường Thới An full nội thất, dưới 6.3 tỷ, 1 phòng ngủ, gần bến xe buýt",0,,45245657;45111612;45257346;45255012;45109121;44945981;44942882;45202146;44890363;45236592,45071210;39078021;44935352;45254675;43544584;44085270;44432528;44482148;44468549;45245173
rs_300263,usr_1105,"mua nhà đất đầu tư ở Phường Tân Thuận pháp lý rõ ràng, dưới 2.7 tỷ, 1 phòng ngủ, gần trung tâm thương mại",5,44574182;43533970;44953673;44558312;44558218,44574182;43533970;44953673;44558312;44558218;44440058;44186994;44990934;43632247;44994534,44558312;45143438;45267919;44953673;44487371;44574182;45268380;44558218;45159682;43533970
rs_300264,usr_1105,"nhà đất Phường Tân Thuận dưới 2.7 tỷ cho thuê lại được, 1 phòng ngủ, gần trung tâm thương mại",2,44558312;43632247,44574182;43533970;44953673;44558312;44558218;44440058;44186994;44990934;43632247;44994534,43632247;45162505;45189941;45143438;45128308;44558312;45029240;44487371;45245534;44621409
rs_300265,usr_1106,"nhà đất Phường Bình Trị Đông dưới 2.3 tỷ cho gia đình, 2 phòng ngủ, gần trường học",6,44865186;45251495;45269189;45250656;45256146;45256231,45092572;44865186;45251495;45269189;45250656;45256146;45256231;44652527;44954094;45233147,45256250;45256231;45256146;45264890;45250342;45250656;45257711;44865186;45269189;45251495
rs_300266,usr_1106,"cần mua nhà đất 2 phòng ngủ ở Phường Tân Hưng để ở, dưới 2.3 tỷ, gần trường học",2,45252887;44958480,44910264;42599412;45091488;45189288;45005416;45252887;44974281;45173815;44958480;45068527,44958480;45016430;45252887;45215996;45066544;45213691;45077780;44585936;45114247;45115150
rs_300267,usr_1107,"nhà đất Phường Chánh Phú Hòa dưới 2.5 tỷ cho gia đình, 3 phòng ngủ, gần trường học",3,37920615;43530901;45081886,37920615;45224442;44620331;42182617;43530901;43381561;45184357;45081886;45145693;44620727,37920615;45186265;43530901;45223994;45081886;45101930;45237121;45082533;45192385;44585936
rs_300268,usr_1107,"nhà ở Phường Chánh Phú Hòa thoáng mát 3pn, dưới 2.5 tỷ, gần trường học",1,37920615,37920615;45224442;44620331;42182617;43530901;43381561;45184357;45081886;45145693;44620727,37920615;44786591;44894510;45223994;45186265;43839734;45056608;44986315;44904039;45082533
rs_300269,usr_1108,"tìm nhà đất Phường Tân Sơn Nhất dưới 5.5 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",6,45152166;45256244;45226656;45227842;44418681;45236779,45011708;44493837;45152166;45256244;45226656;45227842;44418681;45236779;44840966;45175429,45256244;44418681;44588604;44490870;45226656;45227842;44773246;45236779;45152166;44965090
rs_300270,usr_1108,"mua nhà đất đầu tư ở Phường Tây Thạnh pháp lý rõ ràng, dưới 5.5 tỷ, 2 phòng ngủ, gần trường học",7,45186591;45260759;44922562;43829753;44952277;45206831;45215169,45186591;45260759;44922562;43829753;44952277;45206831;45215169;45195267;44492541;43786316,45260759;44922562;45215169;45206831;45186591;43829753;44952277;45204762;45149696;45202146
rs_300271,usr_1109,"cần mua căn hộ 2 phòng ngủ ở Phường An Hội Đông để ở, dưới 3.0 tỷ, gần trường học",0,,45237880;44740495;45261802;45222961;44927823;45041250;45190029;45263425;45113000;42423444,43839734;45096630;44922077;45177611;44526324;45196185;44986315;45217838;45153043;45183463
rs_300272,usr_1109,"nhà ở Phường Bình Trưng thoáng mát 2pn, dưới 3.0 tỷ, gần trường học",0,,44133946;45248655;44781792;44781667;44729464;43652465;44199099;45217453;43688714;44878181,44922077;45179775;45256231;45206999;45153043;45115150;44843875;45162235;45017137;45114247
rs_300273,usr_1110,"tìm căn hộ Phường Tăng Nhơn Phú dưới 2.6 tỷ gần trường học, 2 phòng ngủ, có phòng gym",4,44422861;43349917;43537036;45251894,44531634;44796007;44422861;43349917;43537036;44046077;44967290;44626653;45179743;45251894,45251894;45166701;45140058;45263200;45166768;44422861;43349917;43537036;44953993;44953962
rs_300274,usr_1110,"nhà đất Phường Thông Tây Hội dưới 2.6 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, có phòng gym",5,45256206;45255230;45265868;45256356;45269042,44574462;45240363;45256206;45255230;45265868;45256356;45269042;45144247;45232601;45232122,45269042;45256206;45132591;45265868;45088684;45256356;44800993;44961717;45255230;45046696
rs_300275,usr_1111,"nhà đất Phường Bình Trưng dưới 2.8 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần bến xe buýt",5,45103700;42666931;45125918;44826933;45263812,45103700;44874356;45189282;42666931;44712145;45125918;44826933;45263812;45177268;45230396,45103700;45101997;45263812;45060998;45125918;42666931;44826933;45064603;44317266;44900702
rs_300276,usr_1111,"nhà đất Phường Bình Trưng dưới 2.8 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần bến xe buýt",3,45103700;45125918;45263812,45103700;44874356;45189282;42666931;44712145;45125918;44826933;45263812;45177268;45230396,45103700;45101997;45263812;45060998;45064603;44317266;45125918;44489969;44900702;44970036
rs_300277,usr_1112,"căn hộ Phường Long Bình dưới 2.3 tỷ cho gia đình, 2 phòng ngủ, gần trường học",1,45266104,44988313;45219182;44403119;45235201;43317425;43339881;43241856;44239561;45266104;43880424,45266104;43537623;44397902;43321672;44350831;44748012;45144378;43572439;44048727;43960856
rs_300278,usr_1112,"nhà ở Phường Thới An thoáng mát 2pn, dưới 2.3 tỷ, gần trường học",0,,44790560;45202146;44962250;44837259;45149696;44781986;44855408;44364238;44816274;45091675,44922077;45073124;44229900;45261874;45236756;45244830;45215996;45200975;44843875;45017137
rs_300279,usr_1113,"tìm nhà đất Xã Nhà Bè dưới 2.8 tỷ gần trường học, 2 phòng ngủ",1,44949894,45200975;45203517;44582359;45206999;45201332;44949894;44963713;45143889;39465019;44829409,44261451;44385645;44597730;44378630;44635628;45054263;44089093;45253417;45140583;44949894
rs_300280,usr_1113,"nhà ở Xã Nhà Bè thoáng mát 2pn, dưới 2.8 tỷ, gần trường học",2,45200975;44582359,45200975;45203517;44582359;45206999;45201332;44949894;44963713;45143889;39465019;44829409,44385645;44261451;44572247;45253417;45200975;44378630;45140583;45270893;44582359;43821501
rs_300281,usr_1113,"tìm nhà đất Xã Nhà Bè dưới 2.8 tỷ gần trường học, 2 phòng ngủ",1,44949894,45200975;45203517;44582359;45206999;45201332;44949894;44963713;45143889;39465019;44829409,44261451;44385645;44597730;44378630;44635628;45253417;45140583;44949894;45054263;44089093
rs_300282,usr_1114,"cần mua căn hộ 2 phòng ngủ ở Phường Gia Định để ở, dưới 2.6 tỷ, gần trường học",0,,44910889;44877318;43927551;44757351;45067704;45244476;44634121;45266795;44623799;44895620,44904039;44894510;45244830;45100152;45017137;45162235;44843875;45175567;44922077;44986315
rs_300283,usr_1114,"nhà ở Phường Gia Định thoáng mát 2pn, dưới 2.6 tỷ, gần trường học",4,43927551;45266795;44623799;44895620,44910889;44877318;43927551;44757351;45067704;45244476;44634121;45266795;44623799;44895620,43927551;45266795;44992813;44623799;44807149;45254655;43989563;44871995;44895620;45205943
rs_300284,usr_1115,"căn hộ Phường Phú Thuận dưới 2.6 tỷ cho gia đình, 2 phòng ngủ, gần trường học",1,44960399,45227501;43684389;45222094;44435880;43832511;44960399;44837428;43136703;41340827;45231927,44342167;43489295;45138568;45264249;45268404;44960399;45075295;45260718;45126932;44964591
rs_300285,usr_1115,"nhà ở Phường Phú Thuận thoáng mát 2pn, dưới 2.6 tỷ, gần trường học",1,44960399,45227501;43684389;45222094;44435880;43832511;44960399;44837428;43136703;41340827;45231927,45138568;45264249;44342167;44960399;45268404;45075295;43489295;45260718;45126932;44964591
rs_300286,usr_1116,"tìm nhà đất Phường Tân Hưng dưới 2.1 tỷ tiềm năng tăng giá, 1 phòng ngủ, gần trung tâm thương mại",4,45091488;44942944;45252887;44974281,44910264;42599412;45091488;45189288;45005416;44942944;45252887;44974281;44908692;45173815,44958480;45252887;45091488;45068527;44523302;44974281;44768286;44942944;45016430;44884297
rs_300287,usr_1116,"nhà đất Phường Tân Hưng dưới 2.1 tỷ dòng tiền tốt, 1 phòng ngủ, gần trung tâm thương mại",4,45091488;45189288;45252887;45173815,44910264;42599412;45091488;45189288;45005416;44942944;45252887;44974281;44908692;45173815,44768286;45252887;45016430;44958480;45189288;45156037;45173815;45091488;45020850;44441867
rs_300288,usr_1117,"nhà ở Phường An Khánh thoáng mát 1pn, dưới 2.7 tỷ, có hồ bơi",1,44734124,42561310;44734124;44333099;44590405;39770672;43356438;45032480;45209742;45153972;44043317,44591760;44557949;44734124;44850086;44137008;45040121;44522657;45058996;45240822;45248206
rs_300289,usr_1117,"tìm căn hộ Phường Gia Định dưới 2.7 tỷ gần trường học, 1 phòng ngủ, có hồ bơi",7,45244476;44910889;44634121;44992114;43927551;45067704;44687019,45244476;44910889;44634121;44992114;44877318;43927551;44757351;45067704;44687019;43493098,45244476;44634121;44910889;44687019;44992114;43927551;45067704;44623799;43691212;44888323
rs_300290,usr_1117,"tìm căn hộ Phường An Khánh dưới 2.7 tỷ gần trường học, 1 phòng ngủ, có hồ bơi",1,44734124,42561310;44734124;44333099;44590405;39770672;43356438;45032480;45209742;45153972;44043317,44591760;44734124;44557949;45040121;44137008;44850086;45240822;45058996;45248206;45040043
rs_300291,usr_1118,"nhà đất Phường Bình Hưng Hòa dưới 2.6 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, có thang máy",2,44585936;45256237,45011206;45026350;45115150;45064702;44585936;45240798;45256237;45117835;45213691;45178935,44585936;45256237;44987007;44609746;45138226;45104084;45223231;45181336;45104974;45197649
rs_300292,usr_1118,"căn hộ Phường Diên Hồng dưới 2.6 tỷ cho gia đình, 1 phòng ngủ, có thang máy",7,44706860;44723754;44713249;44689369;44965701;42527051;43684191,44706860;44723754;45233559;44713249;44689369;43684138;44965701;42527051;43684191;45211803,44706860;44965701;44713249;44689369;44130060;42527051;44723754;43684191;43317208;40901271
rs_300293,usr_1119,"tìm căn hộ Phường Tân Định dưới 2.7 tỷ gần trường học, 2 phòng ngủ, có bãi đỗ xe",2,45042196;43827262,45042196;43827262;45268389;43931812;44430840;45093806;44754807;43928437;45093729;44823332,45237769;45042196;45037091;45124353;45192150;45135481;45076045;45157462;43827262;45067608
rs_300294,usr_1119,"cần mua căn hộ 2 phòng ngủ ở Phường Tân Định để ở, dưới 2.7 tỷ, có bãi đỗ xe",0,,45042196;43827262;45268389;43931812;44430840;45093806;44754807;43928437;45093729;44823332,44256714;45189967;45100513;44562715;44904039;45135899;44786591;44922077;45184650;45095425
rs_300295,usr_1119,"cần mua nhà đất 2 phòng ngủ ở Phường Hiệp Bình để ở, dưới 2.7 tỷ, có bãi đỗ xe",5,40970351;45097287;45065540;45096611;44348441,45218797;40970351;45097287;45181136;45065540;45096611;44348441;44629805;45130272;45101549,44951460;39130038;45097287;44348441;44963337;45096611;44804938;40970351;45065540;45073914
rs_300296,usr_1120,"nhà ở Phường Tân Sơn thoáng mát 3pn, dưới 6.0 tỷ, gần trường học",3,44466877;45138363;45229038,45110126;44466877;45143537;45138363;45183074;45203396;45039538;44393683;45234974;45229038,45138363;44466877;44421523;45257389;44756981;44573847;45178962;45177340;45229038;45065182
rs_300297,usr_1120,"nhà đất Phường Tân Sơn dưới 6.0 tỷ cho vợ chồng mới cưới, 3 phòng ngủ, gần trường học",3,44466877;45138363;45229038,45110126;44466877;45143537;45138363;45183074;45203396;45039538;44393683;45234974;45229038,44466877;45138363;44421523;45257389;44756981;45178962;44573847;45177340;45229038;45065182
rs_300298,usr_1121,"cần thuê căn hộ Phường Thạnh Mỹ Tây full nội thất, dưới 2.6 tỷ, 1 phòng ngủ, có sân thể thao",4,44673234;44691569;45149520;45056277,44673234;44659061;43161489;45059973;45102500;44691569;45149520;45113783;44290256;45056277,44049181;45258521;44691569;45266012;45149520;45268387;45271863;45056277;43727121;44673234
rs_300299,usr_1121,"nhà đất Phường Thông Tây Hội dưới 2.6 tỷ cho thuê gần metro, 1 phòng ngủ, có sân thể thao",3,45240363;45256206;45269042,45240363;45256206;45255230;45265868;45256356;45269042;45144247;45232601;45232122;45212157,45269042;44979444;45256206;45252025;44961717;45240363;45105755;44800993;45088684;44596675
rs_300300,usr_1121,"cần thuê căn hộ Phường Thạnh Mỹ Tây full nội thất, dưới 2.6 tỷ, 1 phòng ngủ, có sân thể thao",4,44673234;44691569;45149520;45056277,44673234;44659061;43161489;45059973;45102500;44691569;45149520;45113783;44290256;45056277,44049181;44691569;45149520;45258521;45056277;45266012;45268387;45271863;44673234;43727121
rs_300301,usr_1122,"tìm căn hộ Phường Long Bình dưới 2.4 tỷ tiềm năng tăng giá, 1 phòng ngủ, gần trung tâm thương mại",0,,44740670;43999966;44714707;44719109;44988313;44406217;43733254;45057690;43589492;44404341,43572439;44286055;43537623;45266104;44397902;44048727;44748012;44034581;43321672;43960856
rs_300302,usr_1122,"mua căn hộ đầu tư ở Phường Bình Thạnh pháp lý rõ ràng, dưới 2.4 tỷ, 1 phòng ngủ, gần trung tâm thương mại",0,,44256714;44995495;45211234;44234870;45159379;44202944;45246408;45232003;45261561;43544584,44282818;44691569;45056277;45244476;45258521;43927551;45149520;44049181;45189967;45264187
rs_300303,usr_1123,"căn hộ Phường Gia Định dưới 2.3 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, có phòng gym",0,,44910889;44634121;43927551;44877318;44992114;44757351;45067704;45244476;45266795;44623799,45184650;45229051;45017137;45162235;44843875;45080633;45210229;43963943;44562715;45132364
rs_300304,usr_1123,"căn hộ Phường Gia Định dưới 2.3 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, có phòng gym",3,43927551;45266795;44623799,44910889;44634121;43927551;44877318;44992114;44757351;45067704;45244476;45266795;44623799,43927551;45266795;44992813;44623799;45254655;44871995;44895620;43989563;44807149;45205943
rs_300305,usr_1124,"nhà đất Phường Gia Định dưới 6.3 tỷ cho thuê lại được, 3 phòng ngủ, gần trường học",7,44875460;44893724;45266795;44623799;44895620;42981800;43927551,43220620;44875460;44893724;45266795;44623799;44895620;45231699;42981800;43927551;44877318,44623799;45266795;44895620;43927551;44875460;44893724;42981800;45244387;45244476;45025878
rs_300306,usr_1124,"mua nhà đất đầu tư ở Phường Gia Định pháp lý rõ ràng, dưới 6.3 tỷ, 3 phòng ngủ, gần trường học",5,44893724;45266795;44623799;44895620;43927551,43220620;44875460;44893724;45266795;44623799;44895620;45231699;42981800;43927551;44877318,44992813;45266795;43989563;44623799;45254655;44807149;44871995;44893724;43927551;44895620
rs_300307,usr_1125,"nhà ở Phường Bàn Cờ thoáng mát 2pn, dưới 5.6 tỷ, gần trường học",2,45243471;45111083,45243471;45240745;45177946;44920655;45197057;44732699;45237139;45128430;45111083;45244640,44468549;44586946;43376549;43900696;45111083;45238136;45243471;45197820;45188438;45209973
rs_300308,usr_1125,"nhà ở Phường Bàn Cờ thoáng mát 2pn, dưới 5.6 tỷ, gần trường học",3,45243471;44920655;45111083,45243471;45240745;45177946;44920655;45197057;44732699;45237139;45128430;45111083;45244640,45111083;44335025;44432528;45238136;45188438;44482148;45243471;45197820;45209973;44920655
rs_300309,usr_1126,"tìm căn hộ Phường Cát Lái dưới 2.3 tỷ gần trường học, 1 phòng ngủ, gần metro",5,44400867;43849134;45173212;44400338;44708079,44400867;43849134;45173212;45209882;44400338;45189772;45011469;44945202;44708079;44971549,44400867;43849134;44400338;45012434;44607260;44708079;45094868;44900791;45173212;45215158
rs_300310,usr_1126,"nhà ở Phường Cát Lái thoáng mát 1pn, dưới 2.3 tỷ, gần metro",0,,44400867;43849134;45173212;45209882;44400338;45189772;45011469;44945202;44708079;44971549,43851729;45220144;45057690;45220146;43869611;45211053;45227842;45026281;45236756;44034581
rs_300311,usr_1126,"căn hộ Phường Cát Lái dưới 2.3 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, gần metro",6,44400867;43849134;45173212;45011469;44708079;44971549,44400867;43849134;45173212;45209882;44400338;45189772;45011469;44945202;44708079;44971549,44400867;43849134;45011469;45012434;45173212;44607260;44708079;44971549;45094868;44141551
rs_300312,usr_1127,"nhà đất Phường Linh Xuân dưới 2.3 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, có hồ bơi",5,45073001;45246086;45262674;45267067;44727477,45073001;44448048;45246086;45262674;45267067;44153316;45070876;45246054;44727477;45246006,45246086;44209474;44727477;45073001;45267067;44998106;45240385;44755959;45215261;45262674
rs_300313,usr_1127,"nhà ở Phường Linh Xuân thoáng mát 2pn, dưới 2.3 tỷ, có hồ bơi",0,,45073001;44448048;45246086;45262674;45267067;44153316;45070876;45246054;44727477;45246006,45229051;45017137;44816319;44843875;45184650;45162235;44902020;45179775;42561310;45217838
rs_300314,usr_1128,"nhà đất Xã Nhà Bè dưới 3.0 tỷ cho gia đình, 3 phòng ngủ, gần trường học",0,,45206999;45200975;45201332;45203517;44963713;45143889;39465019;44829409;45268965;45054263,44593189;45159575;44597730;44089093;44550792;44340134;44522452;44378630;45069226;43469104
rs_300315,usr_1128,"nhà ở Xã Nhà Bè thoáng mát 3pn, dưới 3.0 tỷ, gần trường học",3,45206999;45200975;45203517,45206999;45200975;45201332;45203517;44963713;45143889;39465019;44829409;45268965;45054263,45206999;44066576;45203517;44881114;45200975;44940395;44587740;45081886;45145693;44489869
rs_300316,usr_1129,"mua căn hộ đầu tư ở Phường Bến Thành pháp lý rõ ràng, dưới 2.4 tỷ, 2 phòng ngủ, gần trung tâm thương mại",5,44870654;44868190;45014857;43940956;43959995,44870654;44868190;45014857;43940956;44482740;44186979;44807125;43959995;44416135;43481818,43959995;45014857;44868190;44870654;44838130;44823393;45256332;44825135;43940956;44041038
rs_300317,usr_1129,"tìm căn hộ Phường Bến Thành dưới 2.4 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trung tâm thương mại",5,44870654;44868190;45014857;43940956;43959995,44870654;44868190;45014857;43940956;44482740;44186979;44807125;43959995;44416135;43481818,45014857;44868190;43959995;44870654;44838130;43940956;44823393;45256332;44825135;44041038
rs_300318,usr_1130,"mua nhà đất đầu tư ở Phường Thông Tây Hội pháp lý rõ ràng, dưới 2.8 tỷ, 1 phòng ngủ, gần trung tâm thương mại",4,45255230;44961717;45256206;45265868,44506594;45255230;45252017;45125602;45012028;44961717;45240363;45088684;45256206;45265868,45269042;45256206;45132591;45265868;45256356;45255230;45144247;44961717;44800993;45105755
rs_300319,usr_1130,"nhà đất Phường Thông Tây Hội dưới 2.8 tỷ dòng tiền tốt, 1 phòng ngủ, gần trung tâm thương mại",6,45255230;45252017;45012028;44961717;45256206;45265868,44506594;45255230;45252017;45125602;45012028;44961717;45240363;45088684;45256206;45265868,45255230;44961717;45252017;45012028;45256206;45269042;45132591;45256356;45265868;45105755
rs_300320,usr_1131,"nhà ở Phường Thông Tây Hội thoáng mát 1pn, dưới 2.7 tỷ, có phòng gym",6,45256206;45255230;45265868;45256356;45269042;45144247,44574462;45240363;44506594;45256206;45255230;45265868;45256356;45269042;45144247;45232601,45269042;45256206;45132591;45265868;45256356;45255230;44979444;44961717;45144247;45252025
rs_300321,usr_1131,"nhà ở Phường Thông Tây Hội thoáng mát 1pn, dưới 2.7 tỷ, có phòng gym",6,45256206;45255230;45265868;45256356;45269042;45144247,44574462;45240363;44506594;45256206;45255230;45265868;45256356;45269042;45144247;45232601,45269042;45256206;45132591;45265868;45256356;45255230;44979444;44961717;45144247;45252025
rs_300322,usr_1131,"nhà đất Phường Đức Nhuận dưới 2.7 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, có phòng gym",6,45075183;45255723;45257856;45252566;44618700;45259507,45075183;45082533;45255723;45257856;45252566;45231497;45240198;44618700;45259507;45259007,45075183;44618700;45257856;45252566;44101006;45255723;45259507;44102841;45175377;45224366
rs_300323,usr_1132,"nhà đất Phường Nhiêu Lộc dưới 2.8 tỷ dòng tiền tốt, 2 phòng ngủ, gần trường học",2,45252083;43981180,44954267;45201401;45093795;45054822;44939217;44729161;45252083;45144854;43981180;44222475,43459744;43676269;45252083;44623266;43683976;43981180;45147655;44638795;44730435;45239656
rs_300324,usr_1132,"căn hộ Phường Bến Thành dưới 2.8 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",6,44870654;44868190;45014857;43940956;44807125;43959995,44870654;44868190;45014857;43940956;44482740;44186979;44807125;44345057;43959995;44416135,44868190;45014857;44807125;44870654;43940956;45256332;44823393;43959995;44823131;44825135
rs_300325,usr_1133,"mua nhà đất đầu tư ở Phường An Hội Tây pháp lý rõ ràng, dưới 2.5 tỷ, 2 phòng ngủ, gần trung tâm thương mại",0,,45190237;45005291;45116827;45075817;45019732;45255747;45071367;45085092;45266627;45258990,44229900;45078935;45122141;45186265;45073001;44817009;45206386;45141247;45190095;45161667
rs_300326,usr_1133,"nhà đất Phường An Hội Tây dưới 2.5 tỷ dòng tiền tốt, 2 phòng ngủ, gần trung tâm thương mại",8,45190237;45116827;45075817;45255747;45071367;45085092;45266627;45258990,45190237;45005291;45116827;45075817;45019732;45255747;45071367;45085092;45266627;45258990,45116827;45190237;45071367;45251031;45267089;45075817;45266627;45255747;45258990;45085092
rs_300327,usr_1134,"tìm nhà đất Phường Bình Trị Đông dưới 3.0 tỷ gần trường học, 2 phòng ngủ",6,45256231;44865186;45251495;45269189;45250656;45256146,45092572;45256231;44865186;45251495;45269189;45250656;45256146;44652527;44954094;45233147,45256250;45256231;45256146;45264890;45250342;45251495;45250656;45257711;44865186;45269189
rs_300328,usr_1134,"tìm nhà đất Phường Bình Trị Đông dưới 3.0 tỷ gần trường học, 2 phòng ngủ",5,45256231;44865186;45251495;45250656;45256146,45092572;45256231;44865186;45251495;45269189;45250656;45256146;44652527;44954094;45233147,45256250;45256231;45256146;45264890;45250342;45251495;45250656;45257711;44865186;45186061
rs_300329,usr_1134,"cần mua nhà đất 2 phòng ngủ ở Phường Bình Hưng Hòa để ở, dưới 3.0 tỷ, gần trường học",3,45115150;44585936;45181336,45115150;44585936;45213691;45247355;45104084;44695109;45039093;44609746;45181336;45067446,45256237;44585936;45115150;44987007;45185441;45181336;45104974;45178935;45200834;44970216
rs_300330,usr_1135,"nhà đất Xã Nhà Bè dưới 2.9 tỷ cho gia đình, 2 phòng ngủ, có sân thể thao",4,45200975;45203517;44741333;44582359,45200975;45203517;44741333;44582359;45206999;45201332;44315816;45132003;44949894;44014157,44582359;44945779;45200975;45236705;44200919;43821501;45203517;44741333;45193243;44385645
rs_300331,usr_1135,"nhà đất Xã Nhà Bè dưới 2.9 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, có sân thể thao",0,,45200975;45203517;44741333;44582359;45206999;45201332;44315816;45132003;44949894;44014157,44385645;44261451;44597730;45253417;44378630;45159575;44885592;44995869;45054263;44089093
rs_300332,usr_1135,"nhà đất Xã Nhà Bè dưới 2.9 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, có sân thể thao",0,,45200975;45203517;44741333;44582359;45206999;45201332;44315816;45132003;44949894;44014157,44385645;44261451;44597730;44378630;45253417;45140583;45159575;44885592;45054263;44089093
rs_300333,usr_1136,"nhà đất Xã Trừ Văn Thố dưới 2.8 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",5,42182617;45005790;43530901;43381561;44640984,44620331;42182617;45005790;43530901;43381561;45198154;44640984;43903476;45201565;44094490,42182617;43381561;43530901;45005790;44640984;44620727;44945779;45256231;45200975;44122851
rs_300334,usr_1136,"nhà đất Xã Trừ Văn Thố dưới 2.8 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",5,42182617;45005790;43530901;43381561;44640984,44620331;42182617;45005790;43530901;43381561;45198154;44640984;43903476;45201565;44094490,42182617;45005790;43381561;43530901;44640984;44122851;45122141;44945779;45204859;45186265
rs_300335,usr_1136,"căn hộ Phường Vĩnh Hội dưới 2.8 tỷ cho gia đình, 2 phòng ngủ, gần trường học",7,44742356;45263202;45240735;45263106;45018689;44186833;44714315,44742356;45263202;44956559;45240735;44715266;45263106;45018689;45013698;44186833;44714315,45263202;44742356;45263106;44186833;44714315;45240735;44767187;44565872;44952217;45018689
rs_300336,usr_1137,"nhà ở Phường Phú Nhuận thoáng mát 2pn, dưới 2.2 tỷ, gần trường học",3,45189864;45036689;44994985,45261537;45189864;45036689;45025194;45267558;44994985;45079987;45263166;43775385;45214659,45082533;45272297;45085394;44994985;45229581;45128126;45189864;45109536;45036689;45255723
rs_300337,usr_1137,"cần mua nhà đất 2 phòng ngủ ở Phường Tân Hưng để ở, dưới 2.2 tỷ, gần trường học",5,45091488;45252887;44974281;44958480;45068527,44910264;42599412;45091488;45189288;45005416;45252887;44974281;45173815;44958480;45068527,45252887;44958480;45068527;45091488;44341133;44974281;45134992;44942944;44768286;45262999
rs_300338,usr_1138,"tìm nhà đất Phường Thông Tây Hội dưới 3.0 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trung tâm thương mại",3,44961717;45240363;45088684,44506594;45255230;45252017;45125602;45012028;44961717;45240363;45088684;44790683;45157309,45256206;45240363;45269042;45132591;45265868;44800993;45088684;44961717;45174816;45256356
rs_300339,usr_1138,"mua nhà đất đầu tư ở Phường Thông Tây Hội pháp lý rõ ràng, dưới 3.0 tỷ, 2 phòng ngủ, gần trung tâm thương mại",4,45255230;44961717;45240363;45088684,44506594;45255230;45252017;45125602;45012028;44961717;45240363;45088684;44790683;45157309,45256206;45269042;45132591;45265868;45240363;44961717;45256356;44800993;45088684;45255230
